id	headword	parts_of_speech	cefr_levels	primary_skill	mode	priority	prompt_status	teacher_approved_sense	image_status	proper_noun_sense_removed
clipboard-e2ab8561	clipboard	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
clone-sb-sth-5ccde6d1	clone sb/sth	verb	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
closure-d091cefc	closure	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
clump-843b8f53	clump	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
clumsy-60498597	clumsy	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
clutter-d3f0d26b	clutter	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
coalition-d3fa0ebb	coalition	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
coastal-2aeac5a1	coastal	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
cocktail-3925b23f	cocktail	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
code-e6fb0621	code	noun	A2	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
cognitive-b15f6a18	cognitive	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
cohesion-abd57b03	cohesion	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
coincide-bbf2a53a	coincide	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
collaborate-d2875e20	collaborate	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
collaboration-efac6f62	collaboration	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
collaborator-722018f2	collaborator	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
collective-84c09210	collective	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
collision-925d7ad7	collision	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
colloquial-6a4afe71	colloquial	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
colonial-e19b8f8a	colonial	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
column-aa60230a	column	noun	A2	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
columnist-d990bbc1	columnist	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
combat-9f8809a1	combat	noun|verb	C1	reading	multi-sense-panel	low	needs_teacher_approved_sense		pending	no
come-across-sb-sth-afbb9495	come across sb/sth	verb	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
come-across-sth-sb-54046806	come across sth/sb	verb	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
come-to-light-f5194a46	come to light	verb|verb phrase	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
come-to-terms-with-sth-7b9290f0	come to terms with sth	verb|verb phrase	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
commence-50c5ff4c	commence	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
commentary-a589b559	commentary	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
commentator-068f0a68	commentator	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
commissioner-1303263e	commissioner	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
commit-yourself-to-sth-0b3fde12	commit yourself to sth	verb	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
committed-e01a06dc	committed	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
commodity-12caee05	commodity	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
common-94c8c21d	common	adjective	A1	reading	contrast-pair	low	needs_teacher_approved_sense		pending	no
commonplace-3bf3b87a	commonplace	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
communist-6b909a9f	communist	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
companion-ddca0a8d	companion	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
comparable-41dfc188	comparable	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
compassion-97ee37a8	compassion	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
compatible-ec8506b1	compatible	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
compel-495b3b63	compel	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
compensate-3ff7e0af	compensate	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
compensation-acc646e6	compensation	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
competence-5563e26d	competence	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
competent-5025f723	competent	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
compile-36d0981b	compile	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
complement-6d5c9dab	complement	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
complexity-8d08946e	complexity	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
compliance-036cb735	compliance	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
complication-bc61eb92	complication	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
complimentary-a496d42f	complimentary	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
comply-80ce4d93	comply	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
compute-24989d8e	compute	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
conceal-3191ab37	conceal	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
concede-5cb248ea	concede	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
conceive-30d5be88	conceive	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
conception-52bb76fb	conception	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
concession-c38674fc	concession	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
condemn-7177fe0a	condemn	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
confer-6f7ce528	confer	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
confession-7acc00d8	confession	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
configuration-0652e436	configuration	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
confine-181f12ff	confine	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
confined-space-6acf30c9	confined space	adjective|noun	C1	writing	context-scene	low	needs_teacher_approved_sense		pending	no
confirmation-38bd340c	confirmation	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
conformity-5484483a	conformity	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
confront-221422a7	confront	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
confrontation-fb324e23	confrontation	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
congratulate-d740ea12	congratulate	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
congratulate-sb-on-sth-ca1d316d	congratulate sb on sth	verb|verb phrase	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
congregation-47c688b5	congregation	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
congressional-8e1a2cd8	congressional	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
connected-c5e23457	connected	adjective	A2	reading	contrast-pair	low	needs_teacher_approved_sense		pending	no
conquer-d9fe2033	conquer	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
conscience-91ef791a	conscience	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
consciousness-e02c4a06	consciousness	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
consecutive-da4f063c	consecutive	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
consensus-4f170d6a	consensus	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
consent-15b61788	consent	noun|verb	C1	reading	multi-sense-panel	low	needs_teacher_approved_sense		pending	no
conserve-97bdcb5c	conserve	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
considerate-6271c4b6	considerate	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
consistency-028944e4	consistency	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
console-sb-edc470bb	console sb	verb	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
consolidate-47a72197	consolidate	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
constant-pressure-f5424815	constant pressure	adjective|noun	C1	writing	context-scene	low	needs_teacher_approved_sense		pending	no
constituency-e2907a2e	constituency	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
constitute-0293238b	constitute	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
constitution-ef757395	constitution	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
constitutional-53c20030	constitutional	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
constraint-9f454fd4	constraint	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
consultation-28639263	consultation	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
consumerism-4ab390db	consumerism	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
contemplate-2761b985	contemplate	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
contemplate-sth-0f478fb5	contemplate sth	verb	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
contempt-f8be79ed	contempt	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
contend-107b8d03	contend	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
contender-8e07c877	contender	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
contention-f08d0c59	contention	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
contentious-issue-39ebada3	contentious issue	noun|noun phrase	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
context-ec2727b3	context	noun	A2	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
continually-9a698970	continually	adverb	C1	writing	manner-sequence	low	needs_teacher_approved_sense		pending	no
continuum-549ab1b6	continuum	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
contractor-864dc49f	contractor	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
contractual-16530fa4	contractual	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
contradiction-7c0f68a8	contradiction	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
contrary-69b32abf	contrary	adjective|noun	C1	writing	multi-sense-panel	low	needs_teacher_approved_sense		pending	no
contributor-2a20b038	contributor	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
converse-1e1a15ca	converse	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
conversion-21faa67d	conversion	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
convict-32ab9ce0	convict	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
conviction-3d4057c4	conviction	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
cooperate-afbd048a	cooperate	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
coordinate-df43804b	coordinate	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
coordination-c242f8bb	coordination	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
coordinator-b1ba516c	coordinator	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
cop-3bb4096c	cop	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
copyright-521307dd	copyright	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
cord-3d72b32f	cord	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
correctly-18040567	correctly	adverb	A2	reading	manner-sequence	low	needs_teacher_approved_sense		pending	no
correlate-3ef9f14d	correlate	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
correlation-1469596f	correlation	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
correspond-6a78e139	correspond	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
correspondence-f915e104	correspondence	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
correspondent-97e463e8	correspondent	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
corresponding-a586b6f6	corresponding	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
corruption-c4587d77	corruption	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
cost-of-living-f28d55fb	cost of living	noun|noun phrase	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
costly-d3f05d2c	costly	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
councillor-aa3ec211	councillor	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
counselling-abde2c23	counselling	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
counsellor-1f92bc29	counsellor	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
counterpart-3954e42f	counterpart	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
countless-852aa71d	countless	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
coup-6db4b898	coup	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
courtesy-d95df593	courtesy	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
cramped-880081a6	cramped	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
crawl-3b8eaaf7	crawl	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
crazy-33b501a5	crazy	adjective	A2	reading	contrast-pair	low	needs_teacher_approved_sense		pending	no
creator-ca0dd834	creator	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
credibility-58f9bc98	credibility	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
credible-6a574cf6	credible	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
creditor-fa43f421	creditor	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
critique-e08906a1	critique	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
crown-cdd97e00	crown	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
crush-54eda0d3	crush	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
crystal-08808065	crystal	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
crystal-clear-06d43220	crystal clear	adjective	C1	writing	context-scene	low	needs_teacher_approved_sense		pending	no
cult-2abd6b90	cult	adjective|noun	C1	writing	multi-sense-panel	low	needs_teacher_approved_sense		pending	no
cultivate-a5f90b37	cultivate	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
cultural-mix-f463d783	cultural mix	noun|noun phrase	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
culture-shock-8bff39a2	culture shock	noun	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
curiosity-f90bc924	curiosity	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
custody-bb610c5e	custody	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
cutting-2fa40299	cutting	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
cynical-a1a2aafe	cynical	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
damaging-952eae57	damaging	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
daunting-9577df16	daunting	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
dawn-038c340f	dawn	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
day-to-day-4932b30b	day-to-day	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
dead-tired-395abe4a	dead tired	adjective	C1	writing	context-scene	low	needs_teacher_approved_sense		pending	no
debit-sth-from-an-account-6a58827b	debit sth from an account	verb|verb phrase	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
debris-6aa5cd51	debris	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
debut-502a2754	debut	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
decision-making-364c95de	decision-making	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
decisive-01a27bed	decisive	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
declaration-a635d9a0	declaration	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
decline-in-sth-b2b4a2d5	decline in sth	noun	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
dedicated-0d30712f	dedicated	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
deed-f7a8993b	deed	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
deem-801f9792	deem	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
default-7505d64a	default	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
defect-1ca07399	defect	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
defensive-802d2a9f	defensive	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
deficiency-1869a8c8	deficiency	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
deficit-e30b3ddc	deficit	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
defy-0e289c44	defy	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
degenerate-into-sth-37df49fe	degenerate into sth	verb	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
degree-course-0028dc59	degree course	noun	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
delegate-52934c29	delegate	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
delegation-1797e6eb	delegation	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
delicate-a5cbba14	delicate	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
democratic-process-3526a7c1	democratic process	adjective|noun	C1	writing	context-scene	low	needs_teacher_approved_sense		pending	no
demon-79637a0f	demon	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
denial-1d2c64d4	denial	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
denounce-7803acfd	denounce	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
dense-c8e834d8	dense	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
density-bbbf26a1	density	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
depend-35482ce1	depend	verb	A2	reading	action-scene	low	needs_teacher_approved_sense		pending	no
dependence-42ac1447	dependence	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
depict-602d9caf	depict	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
deploy-b0d51b9f	deploy	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
deployment-7233fb36	deployment	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
deprive-f7659be9	deprive	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
deputy-75685494	deputy	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
deranged-886fa665	deranged	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
descend-d363f3ea	descend	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
descent-9490580e	descent	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
design-feature-a028833f	design feature	noun	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
designate-08e0fe4a	designate	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
desirable-c930857d	desirable	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
desktop-3b5a9f79	desktop	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
despot-bcb8101b	despot	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
destructive-10f096a4	destructive	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
detain-c6508833	detain	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
detection-f4f3d323	detection	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
detective-agency-cf4bdd1c	detective agency	noun	C1	writing	context-scene	low	needs_teacher_approved_sense		pending	no
detention-559ad505	detention	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
deteriorate-9d24ea3b	deteriorate	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
determine-sth-093b712a	determine sth	verb	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
detrimental-1198ce9c	detrimental	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
devastate-95528a0c	devastate	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
devil-49108eff	devil	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
devise-c2c479ad	devise	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
diagnose-77e720c8	diagnose	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
diagnose-sth-caef83dd	diagnose sth	verb	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
dictate-9f4acf4e	dictate	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
dictator-1b1b0f18	dictator	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
differentiate-4e058cba	differentiate	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
differently-f8c581b3	differently	adverb	A2	reading	manner-sequence	low	needs_teacher_approved_sense		pending	no
digital-technology-6eb0a537	digital technology	noun	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
dignify-sb-sth-4608a55e	dignify sb/sth	verb	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
dignity-346c4148	dignity	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
dilemma-33228b56	dilemma	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
dimension-2e2815c7	dimension	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
diminish-08ede7ab	diminish	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
dip-6b665e89	dip	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
diplomat-e542cc39	diplomat	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
diplomatic-7a0755fa	diplomatic	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
directive-3d981bf9	directive	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
directory-8d392f56	directory	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
disappear-without-a-trace-4f5e44ce	disappear without a trace	verb|verb phrase	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
disastrous-69caeb9f	disastrous	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
discard-f57e3806	discard	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
discharge-17392554	discharge	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
disclose-c89574ee	disclose	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
disclosure-36cd450d	disclosure	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
discourse-e8fcfa62	discourse	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
discretion-7cf0b297	discretion	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
discrimination-8f076d82	discrimination	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
disillusioned-50c58b7d	disillusioned	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
dismiss-sb-sth-889db1a5	dismiss sb/sth	verb	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
dismissal-72e38f81	dismissal	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
displace-49753b53	displace	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
disposal-4edc28b0	disposal	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
dispose-d38626a8	dispose	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
dispute-cfc878b4	dispute	noun|verb	C1	reading	multi-sense-panel	low	needs_teacher_approved_sense		pending	no
disregard-sth-sb-08ced1a3	disregard sth/sb	verb	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
disrupt-c386834a	disrupt	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
disruption-2eb7fdce	disruption	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
dissolve-00fd7a27	dissolve	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
distinction-d4fd2289	distinction	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
distort-d7f7ee36	distort	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
distortion-d03ec681	distortion	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
distress-5f69e94a	distress	noun|verb	C1	reading	multi-sense-panel	low	needs_teacher_approved_sense		pending	no
ditch-9b9bd63b	ditch	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
divert-f663816a	divert	verb	C1	reading	action-scene	low	needs_teacher_approved_sense		pending	no
divine-3450e8a5	divine	adjective	C1	writing	contrast-pair	low	needs_teacher_approved_sense		pending	no
divorced-2a4e85e1	divorced	adjective	A2	reading	contrast-pair	low	needs_teacher_approved_sense		pending	no
do-business-b7c96526	do business	verb|verb phrase	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
do-sth-by-force-145ee2c5	do sth by force	verb|verb phrase	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
do-sth-with-ease-0c59906e	do sth with ease	verb|verb phrase	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
do-work-long-hours-c089ca43	do/work long hours	verb|verb phrase	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
doctrine-49fcb575	doctrine	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
documentation-ba2a1650	documentation	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
domain-9120580e	domain	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
dominance-b6555ab9	dominance	noun	C1	writing	concept-metaphor	low	needs_teacher_approved_sense		pending	no
donate-sth-d8b45dec	donate sth	verb	C1	reading	context-scene	low	needs_teacher_approved_sense		pending	no
donor-80c62c78	donor	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
doom-fe046a40	doom	noun	C1	reading	object-or-context-scene	low	needs_teacher_approved_sense		pending	no
