id	headword	status	parts_of_speech	cefr_levels	primary_skill	primary_reason	skill_labels	skill_confidence	source_count	sources	topics	image_mode	image_priority	homograph_candidate
term-2a4c3b84	term	active	noun|verb	A2|B1|B2	reading	highest evidence score	reading	high	4	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A2|CEFR B2|Unit 44 | University	multi-sense-panel	high	true
terminal-46d551da	terminal	active	adjective|noun	B2|C1	writing	advanced descriptive or abstract production word	reading|writing	review	2	Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 5000 by CEFR level	CEFR B2|CEFR C1|Unit 33 | Transport and travel	multi-sense-panel	high	true
terminate-e261fbd2	terminate	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
terms-ce620d67	terms	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
terrace-2d5f4f20	terrace	active	noun	B2	reading	highest evidence score	reading|writing	medium	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 38 | House and home	object-or-context-scene	medium	false
terraced-house-45c343fd	terraced house	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	家庭 Homes	none	none	false
terrain-da52cbf5	terrain	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
terrible-ccf8956b	terrible	active	adjective	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	contrast-pair	high	false
terribly-1293adb6	terribly	active	adverb	B1|B2	writing	advanced descriptive or abstract production word	reading|writing	review	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 5000 by CEFR level	Alphabetical list: T|CEFR B2	manner-sequence	high	false
terrific-6c80e648	terrific	active	adjective	B1|C1	writing	advanced descriptive or abstract production word	reading|writing	review	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 5000 by CEFR level	Alphabetical list: T|CEFR C1	contrast-pair	high	false
terrified-e8bce6ef	terrified	active	adjective	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: T	contrast-pair	medium	false
terrify-b4d36dff	terrify	active	verb	B2	reading	highest evidence score	reading	high	2	Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 5000 by CEFR level	CEFR B2|Unit 28 | Feelings	action-scene	high	false
territory-4a2f290c	territory	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
terror-10f9bb8f	terror	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
terrorism-15c87e10	terrorism	active	noun	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR B2	concept-metaphor	medium	false
terrorist-b521792c	terrorist	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
test-a94a8fe5	test	active	noun|verb	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	multi-sense-panel	high	true
testify-2aff7541	testify	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
testimony-73daa624	testimony	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
testing-dc724af1	testing	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
text-372ea08c	text	active	noun|verb	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1|CEFR A2	multi-sense-panel	high	true
text-book-84ed78e6	text book	active	noun	A2	speaking	highest evidence score	listening|speaking	medium	1	Cambridge KET and KET for Schools Vocabulary List (2009)	Alphabetical list: T	context-scene	low	false
text-message-a8adc1e5	text message	active	noun	A2|B1	speaking	highest evidence score	listening|speaking	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)	Alphabetical list: T	context-scene	high	false
textbook-796bee18	textbook	active	noun	B1|B2	listening	explicit IELTS listening source	listening|reading	high	4	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Grammar and Vocabulary for First and First for Schools wordlist (2015)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 5000 by CEFR level	Alphabetical list: T|CEFR B2|Unit 40 | Books|教育 Studying	object-or-context-scene	high	false
textile-2e5e76f0	textile	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	材质 Materials	none	none	false
textiles-22cb3a6d	textiles	active	noun	B2	reading	highest evidence score	reading|writing	medium	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 36 | Art	object-or-context-scene	medium	false
texture-8ab5cbe2	texture	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
than-d820aa5f	than	active	conjunction|preposition	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	none	none	false
thank-c4121f6a	thank	active	verb	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	action-scene	high	false
thank-you-897a1c59	thank you	active	exclamation	B1	speaking	highest evidence score	listening|speaking	medium	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: T	none	none	false
thankfully-1ae1bcda	thankfully	active	adverb	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	manner-sequence	low	false
thanks-6e3f5ad7	thanks	active	exclamation|noun	A1|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	object-or-context-scene	high	false
that-33b82201	that	active	adverb|conjunction|determiner|pronoun	A1|B1	reading	highest evidence score	listening|speaking|reading	review	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1|CEFR B1	manner-sequence	high	false
thatched-cottage-cff7ca77	thatched cottage	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	家庭 Homes	none	none	false
thaw-9e018d49	thaw	active	verb	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 12	Unit 12	action-scene	low	false
the-bbccdf2e	the	active	article|determiner	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	none	none	false
the-advent-of-sth-58ba03a7	the advent of sth	active	noun|noun phrase	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 09	Unit 09	context-scene	low	false
the-bush-10f6a300	the bush	active	noun	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 11	Unit 11	context-scene	low	false
the-chance-of-a-lifetime-626d1a07	the chance of a lifetime	active	noun|noun phrase	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 11	Unit 11	context-scene	low	false
the-discus-c1c76c00	the discus	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	运动 Sports	none	none	false
the-emergency-services-c9e71d41	the emergency services	active	noun	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 05	Unit 05	context-scene	low	false
the-first-hurdle-12874533	the first hurdle	active	noun|noun phrase	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 11	Unit 11	context-scene	low	false
the-hammer-645ca93e	the hammer	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	运动 Sports	none	none	false
the-high-jump-799ff737	the high jump	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	运动 Sports	none	none	false
the-human-condition-e3377acb	the human condition	active	noun	C1	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Complete CAE Extended Unit 11	Unit 11	context-scene	low	false
the-human-psyche-f2dca341	the human psyche	active	noun	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 09	Unit 09	context-scene	low	false
the-javelin-9ee2d84a	the javelin	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	运动 Sports	none	none	false
the-next-step-41da7132	the next step	active	idiom	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 03	Unit 03	none	none	false
the-odd-day-here-and-there-b45902ee	the odd day here and there	active	noun|noun phrase	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 14	Unit 14	context-scene	low	false
the-press-ba229f5f	the press	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	艺术 Arts	none	none	false
the-tabloids-031932eb	the tabloids	active	noun	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 08	Unit 08	context-scene	low	false
theatre-dcbed361	theatre	active	noun	A1|A2|B1	listening	explicit IELTS listening source	listening	high	4	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1|艺术 Arts	object-or-context-scene	high	false
theatrical-5a10139c	theatrical	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
theft-3df6031b	theft	active	noun	B2	reading	highest evidence score	reading	high	2	Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 5000 by CEFR level	CEFR B2|Unit 40 | Crime	object-or-context-scene	high	false
their-df055c66	their	active	determiner	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	none	none	false
theirs-d16d7430	theirs	active	pronoun	A2|B1	reading	highest evidence score	listening|speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR B1	none	none	false
them-98910a6e	them	active	pronoun	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	none	none	false
theme-dc151a5a	theme	active	noun	B1	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B1	object-or-context-scene	medium	false
themselves-44dd75ed	themselves	active	pronoun	A2|B1	reading	highest evidence score	listening|speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A2	none	none	false
then-6f8f8e9f	then	active	adverb	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	manner-sequence	high	false
theology-02fe2039	theology	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
theoretical-caa34d08	theoretical	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
theory-6477d7f1	theory	active	noun	B1|B2	reading	highest evidence score	reading	high	2	Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 3000 by CEFR level	CEFR B1|Unit 39 | Science	object-or-context-scene	high	false
therapist-cbcbe460	therapist	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
therapy-a8a511e7	therapy	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
there-490528f3	there	active	adverb	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	manner-sequence	high	false
thereabouts-89eab062	thereabouts	active	adverb	C1	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Complete CAE Extended Unit 02	Unit 02	manner-sequence	low	false
thereafter-8d781104	thereafter	active	adverb	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	manner-sequence	low	false
thereby-6e76a4e5	thereby	active	adverb	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	manner-sequence	low	false
therefore-012071d7	therefore	active	adverb	B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR B1	manner-sequence	high	false
these-81b781d3	these	active	determiner|pronoun	A2|B1	speaking	highest evidence score	listening|speaking	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)	Alphabetical list: T	none	none	false
thesis-348e7670	thesis	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
they-f1fdd46d	they	active	pronoun	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	none	none	false
thick-8fb4cd18	thick	active	adjective	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A2	contrast-pair	high	false
thief-c9fdea28	thief	active	noun	A2|B1|B2	reading	highest evidence score	reading	high	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A2|Unit 40 | Crime	object-or-context-scene	high	false
thin-6ca0fa26	thin	active	adjective	A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A2	contrast-pair	high	false
thing-863cc374	thing	active	noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	object-or-context-scene	high	false
think-b7c61c80	think	active	verb	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	action-scene	high	false
think-back-to-a88e1a0a	think back to	active	verb|verb phrase	B2	speaking	multiword productive pattern	speaking|reading	high	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 44 | University	context-scene	medium	false
think-for-yourself-125d1a4b	think for yourself	active	verb|verb phrase	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 10	Unit 10	context-scene	low	false
think-over-b964e964	think over	active	verb|verb phrase	B2	speaking	multiword productive pattern	speaking|reading	high	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 44 | University	context-scene	medium	false
think-straight-4e507842	think straight	active	verb|verb phrase	B2	speaking	multiword productive pattern	speaking|reading	high	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 44 | University	context-scene	medium	false
think-through-a31d6e2d	think through	active	verb|verb phrase	B2	speaking	multiword productive pattern	speaking|reading	high	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 44 | University	context-scene	medium	false
think-twice-about-c332cdb2	think twice about	active	verb|verb phrase	B2	speaking	multiword productive pattern	speaking|reading	high	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 44 | University	context-scene	medium	false
think-you-know-best-78df4aa7	think you know best	active	verb|verb phrase	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 11	Unit 11	context-scene	low	false
thinking-beac9eac	thinking	active	noun	A2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR A2	object-or-context-scene	low	false
third-34fb3300	third	active	noun|number	A1|A2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR A1|CEFR A2	object-or-context-scene	low	false
thirsty-31a02cf9	thirsty	active	adjective	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	contrast-pair	high	false
thirteen-c24f5cff	thirteen	active	number	A1	reading	highest evidence score	reading	medium	1	Oxford 3000 by CEFR level	CEFR A1	none	none	false
thirty-c54450b3	thirty	active	number	A1	reading	highest evidence score	reading	medium	1	Oxford 3000 by CEFR level	CEFR A1	none	none	false
this-c2543fff	this	active	adverb|determiner|pronoun	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1|CEFR B1	manner-sequence	high	false
thorough-d20bd8db	thorough	active	adjective	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR B2	contrast-pair	medium	false
thoroughly-a729ef87	thoroughly	active	adverb	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR B2	manner-sequence	medium	false
those-6ccf720a	those	active	determiner|pronoun	A2|B1	speaking	highest evidence score	listening|speaking	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)	Alphabetical list: T	none	none	false
though-3b452432	though	active	adverb|conjunction	B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR B1	manner-sequence	high	false
thought-af93b391	thought	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A2	object-or-context-scene	high	false
thought-provoking-b61f950b	thought-provoking	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
thoughtful-b492d144	thoughtful	active	adjective	B2|C1	writing	advanced descriptive or abstract production word	reading|writing	review	2	Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 5000 by CEFR level	CEFR C1|Unit 30 | Personality	contrast-pair	high	false
thoughtless-eb415a91	thoughtless	active	adjective	B2	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 30 | Personality	contrast-pair	medium	false
thousand-201621d6	thousand	active	number	A1	reading	highest evidence score	reading	medium	1	Oxford 3000 by CEFR level	CEFR A1	none	none	false
thread-c283e375	thread	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
threadbare-cbc4e82c	threadbare	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Complete CAE Extended Unit 04	Unit 04	contrast-pair	low	false
threat-4e71a7b9	threat	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
threat-to-wildlife-d77be089	threat to wildlife	active	noun|noun phrase	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 09	Unit 09	context-scene	low	false
threaten-84ce7eb3	threaten	active	verb	B2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B2	action-scene	medium	false
three-b802f384	three	active	number	A1	reading	highest evidence score	reading	medium	1	Oxford 3000 by CEFR level	CEFR A1	none	none	false
three-dimensions-7c0e6e37	three dimensions	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	度量 Measurement	none	none	false
three-times-4165b179	three times	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	时间 Time	none	none	false
three-times-per-week-70298e8d	three times per week	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	时间 Time	none	none	false
threshold-01dafae9	threshold	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
thrilled-8b56aa08	thrilled	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
thriller-952a08c4	thriller	active	noun	B1|B2	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Grammar and Vocabulary for First and First for Schools wordlist (2015)	Alphabetical list: T|Unit 40 | Books	object-or-context-scene	high	false
thrive-4a7256df	thrive	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
throat-39736679	throat	active	noun	B1	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR B1	object-or-context-scene	high	false
through-be6a563e	through	active	adverb|preposition	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	manner-sequence	high	false
throughout-330dbf47	throughout	active	adverb|preposition	B1	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B1	manner-sequence	medium	false
throw-f7935223	throw	active	verb	A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A2	action-scene	high	false
throw-away-49d09cc6	throw away	active	phrasal verb|verb	B1	speaking	multiword productive pattern	speaking	high	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: T	context-scene	medium	false
throw-up-your-hands-37ad5b7d	throw up your hands	active	verb|verb phrase	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 09	Unit 09	context-scene	low	false
thumb-d28d2b77	thumb	active	noun	B1|B2	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 5000 by CEFR level	Alphabetical list: T|CEFR B2	object-or-context-scene	high	false
thunder-badcfa3c	thunder	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: T	object-or-context-scene	medium	false
thunderstorm-f35ce8f0	thunderstorm	active	noun	A2|B1|B2	reading	highest evidence score	speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Grammar and Vocabulary for First and First for Schools wordlist (2015)	Alphabetical list: T|Unit 25 | Climate and weather	object-or-context-scene	high	false
thus-2e53d1fd	thus	active	adverb	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 3000 by CEFR level	CEFR B2	manner-sequence	medium	false
tick-38321681	tick	active	noun|verb	B1	speaking	highest evidence score	listening|speaking|reading	medium	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: T	multi-sense-panel	medium	true
ticket-346d34a0	ticket	active	noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A1	object-or-context-scene	high	false
ticket-office-f4633f65	ticket office	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	旅游 Touring	none	none	false
tide-17c772d6	tide	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
tidy-a78fb138	tidy	active	adjective|verb	A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A2	multi-sense-panel	high	true
tidy-up-ef141c48	tidy up	active	phrasal verb|verb	A2|B1	speaking	multiword productive pattern	speaking	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)	Alphabetical list: T	context-scene	high	false
tie-d2aac843	tie	active	noun|verb	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: T|CEFR A2	multi-sense-panel	high	true
ties-a758358b	ties	active	noun	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 14	Unit 14	object-or-context-scene	low	false
